image_path,true_action,scenario_tag,source
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\images\train\frame_0000.jpg,PROCEED,night_low_light,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1655993611206_jpg.rf.af61999e175bd7536f8cb9546c9615e7.jpg,PROCEED,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\valid\images\1653385407548_jpg.rf.1854a39786af230c8480a579cb5d5c92.jpg,EMERGENCY BRAKE,high_density,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656146421797_jpg.rf.052091cf8a8fdb34f4705cbd7fbf2c5f.jpg,SLOW DOWN,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1655971081152_jpg.rf.ddd06023a8751c65f758c685853fde67.jpg,PROCEED,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656254099410_jpg.rf.b04bef3772b323f53b936d9fbd8e35c3.jpg,SLOW DOWN,clear_day,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656170621766_jpg.rf.da6d401117c3db756c44450f58c7b2a4.jpg,SLOW DOWN,high_density,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1653387101749_jpg.rf.c9b3ee53ffe18661a64dee399e4d3231.jpg,PROCEED,blurred,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1656251777832_jpg.rf.f20e5046ab766df20f4c8a2d02f7459c.jpg,SLOW DOWN,clear_day,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1655971410791_jpg.rf.16013bebd2358c43df6b38b5f7b7b854.jpg,EMERGENCY BRAKE,clear_day,rule_derived
C:\Users\Yashraj Sharma\Downloads\road traffic.v1i.yolov11\train\images\1655169399372_jpg.rf.505c0cfd90d982cd58a33e7c72592147.jpg,PROCEED,night_low_light,rule_derived
